TRIPID,HHID,PERSID,STARTSTOP,ENDSTOP,STARTIME,ORIGPLACE,ORIGPURP,ORIGSA1_2021,DESTPLACE,DESTPURP,DESTSA1_2021,MAINMODE,MODE1,MODE2,MODE3,MODE4,MODE5,MODE6,MODE7,MODE8,ARRTIME,DURATION,TRAVTIME,CUMDIST,OVERALL_PURPOSE
992561000001,99256,99256/1000,1,1,170,My home,At Home,31802149111,My workplace,Work (my workplace),31802146811,Car driver,Car driver,,,,,,,,180,540,10,3.25,Direct Work Commute
992561000002,99256,99256/1000,2,2,720,My workplace,Work (my workplace),31802146811,My home,Go home,31802149111,Car driver,Car driver,,,,,,,,725,120,5,4.15,Direct Work Commute
992561000003,99256,99256/1000,3,3,845,My home,Go home,31802149111,Other place (please specify),Recreation/leisure activity,31802146814,Car driver,Car driver,,,,,,,,850,20,5,4,Recreation
992561000004,99256,99256/1000,4,4,870,Other place (please specify),Recreation/leisure activity,31802146814,My home,Go home,31802149111,Car driver,Car driver,,,,,,,,875,,5,3.11,Recreation
992561001001,99256,99256/1001,1,1,170,My home,At Home,31802149111,My workplace,Work (my workplace),31802146811,Car driver,Car driver,,,,,,,,180,600,10,3.25,Direct Work Commute
992561001002,99256,99256/1001,2,2,780,My workplace,Work (my workplace),31802146811,My home,Go home,31802149111,Charter/Courtesy/Other bus,Charter/Courtesy/Other bus,,,,,,,,785,,5,4.15,Direct Work Commute
992591001001,99259,99259/1001,1,1,220,My home,At Home,31802149111,My workplace,Work (my workplace),31802147413,Car driver,Car driver,,,,,,,,235,515,15,6.13,Direct Work Commute
992591001002,99259,99259/1001,2,2,750,My workplace,Work (my workplace),31802147413,My home,Go home,31802149111,Car driver,Car driver,,,,,,,,765,,15,7.09,Direct Work Commute
992631000001,99263,99263/1000,1,1,210,My home,At Home,31802149111,My workplace,Work (my workplace),31802149014,Car driver,Car driver,,,,,,,,230,490,20,9.71,Direct Work Commute
992631000002,99263,99263/1000,2,2,720,My workplace,Work (my workplace),31802149014,My home,Go home,31802149111,Car driver,Car driver,,,,,,,,745,,25,8.12,Direct Work Commute
993391000001,99339,99339/1000,1,1,240,My home,At Home,31802147607,My workplace,Work (my workplace),31802147411,Car driver,Car driver,,,,,,,,250,500,10,6.44,Direct Work Commute
993391000002,99339,99339/1000,2,2,750,My workplace,Work (my workplace),31802147411,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,770,40,20,6.39,Direct Work Commute
993391000003,99339,99339/1000,3,3,810,My home,Go home,31802147607,Someone else's home,Pick up or drop off a passenger,31802149118,Car driver,Car driver,,,,,,,,830,10,20,9.07,Pickup/Dropoff Someone
993391000004,99339,99339/1000,4,4,840,Someone else's home,Pick up or drop off a passenger,31802149118,"Restaurant, caf̩, or food outlet",Eat/drink,31802148246,Car driver,Car driver,,,,,,,,870,120,30,13.67,Shopping
993391000005,99339,99339/1000,5,5,990,"Restaurant, caf̩, or food outlet",Eat/drink,31802148246,Someone else's home,Pick up or drop off a passenger,31802149118,Car driver,Car driver,,,,,,,,1020,5,30,13.24,Pickup/Dropoff Someone
993391000006,99339,99339/1000,6,6,1025,Someone else's home,Pick up or drop off a passenger,31802149118,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,1035,,10,9.18,Pickup/Dropoff Someone
993611000001,99361,99361/1000,1,1,225,My home,At Home,31802147607,My workplace,Work (my workplace),31802149014,Car driver,Car driver,,,,,,,,250,530,25,5.03,Direct Work Commute
993611000002,99361,99361/1000,2,2,780,My workplace,Work (my workplace),31802149014,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,805,,25,4.67,Direct Work Commute
993621000001,99362,99362/1000,1,1,300,My home,At Home,31802147607,Shop or supermarket,Shopping,31802147913,Car driver,Car driver,,,,,,,,320,100,20,2.69,Shopping
993621000002,99362,99362/1000,2,2,420,Shop or supermarket,Shopping,31802147913,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,440,,20,2.65,Shopping
993661000001,99366,99366/1000,1,1,165,My home,At Home,31802147607,My workplace,Work (my workplace),31802148232,Car driver,Car driver,,,,,,,,175,455,10,5.02,Direct Work Commute
993661000002,99366,99366/1000,2,2,630,My workplace,Work (my workplace),31802148232,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,645,,15,5.09,Direct Work Commute
993661001001,99366,99366/1001,1,1,235,My home,At Home,31802147607,Someone else's home,Pick up or drop off a passenger,31802147605,Car driver,Car driver,,,,,,,,240,5,5,1.39,Pickup/Dropoff Someone
993661001002,99366,99366/1001,2,2,245,Someone else's home,Pick up or drop off a passenger,31802147605,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,250,380,5,1.45,Pickup/Dropoff Someone
993661001003,99366,99366/1001,3,3,630,My home,Go home,31802147607,Someone else's home,Pick up or drop off a passenger,31802147605,Car driver,Car driver,,,,,,,,635,40,5,1.39,Pickup/Dropoff Someone
993661001004,99366,99366/1001,4,4,675,Someone else's home,Pick up or drop off a passenger,31802147605,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,680,,5,1.45,Pickup/Dropoff Someone
993661003001,99366,99366/1003,1,1,235,My home,At Home,31802147607,Someone else's home,Education,31802147605,Car passenger,Car passenger,,,,,,,,240,435,5,1.39,Education
993661003002,99366,99366/1003,2,2,675,Someone else's home,Education,31802147605,My home,Go home,31802147607,Car passenger,Car passenger,,,,,,,,680,,5,1.45,Education
993661004001,99366,99366/1004,1,1,235,My home,At Home,31802147607,Someone else's home,Education,31802147605,Car passenger,Car passenger,,,,,,,,240,435,5,1.39,Education
993661004002,99366,99366/1004,2,2,675,Someone else's home,Education,31802147605,My home,Go home,31802147607,Car passenger,Car passenger,,,,,,,,680,,5,1.45,Education
993661007001,99366,99366/1007,1,1,235,My home,At Home,31802147607,Someone else's home,Education,31802147605,Car passenger,Car passenger,,,,,,,,240,435,5,1.39,Education
993661007002,99366,99366/1007,2,2,675,Someone else's home,Education,31802147605,My home,Go home,31802147607,Car passenger,Car passenger,,,,,,,,680,,5,1.45,Education
993711000001,99371,99371/1000,1,1,60,My home,At Home,31802147607,My workplace,Work (my workplace),31802148416,Car driver,Car driver,,,,,,,,75,497,15,9.56,Direct Work Commute
993711000002,99371,99371/1000,2,2,572,My workplace,Work (my workplace),31802148416,My home,Go home,31802147607,Car driver,Car driver,,,,,,,,585,,13,7.97,Direct Work Commute
993811000001,99381,99381/1000,1,1,78,My home,At Home,31802148403,My workplace,Work (my workplace),31802149012,Car driver,Car driver,,,,,,,,92,573,14,8.41,Direct Work Commute
993811000002,99381,99381/1000,2,2,665,My workplace,Work (my workplace),31802149012,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,688,,23,8.37,Direct Work Commute
993811001001,99381,99381/1001,1,1,210,My home,At Home,31802148403,My workplace,Work (my workplace),31802149020,Car driver,Car driver,,,,,,,,230,580,20,8.51,Direct Work Commute
993811001002,99381,99381/1001,2,2,810,My workplace,Work (my workplace),31802149020,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,825,,15,8.83,Direct Work Commute
993821000001,99382,99382/1000,1,1,360,My home,At Home,31802148403,"Restaurant, caf̩, or food outlet",Eat/drink,31802149004,Car driver,Car driver,,,,,,,,370,95,10,9.79,Shopping
993821000002,99382,99382/1000,2,2,465,"Restaurant, caf̩, or food outlet",Eat/drink,31802149004,Other place (please specify),Recreation/leisure activity,31802149015,Car driver,Car driver,,,,,,,,488,14,23,4.36,Recreation
993821000003,99382,99382/1000,3,3,502,Other place (please specify),Recreation/leisure activity,31802149015,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,528,262,26,12.37,Recreation
993821000004,99382,99382/1000,4,4,790,My home,Go home,31802148403,Ferry terminal,Pick up or drop off a passenger,31802149009,Car driver,Car driver,,,,,,,,810,10,20,10.55,Pickup/Dropoff Someone
993821000005,99382,99382/1000,5,5,820,Ferry terminal,Pick up or drop off a passenger,31802149009,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,840,,20,9.92,Pickup/Dropoff Someone
993821001001,99382,99382/1001,1,1,360,My home,At Home,31802148403,"Restaurant, caf̩, or food outlet",Eat/drink,31802149004,Car passenger,Car passenger,,,,,,,,370,95,10,9.79,Shopping
993821001002,99382,99382/1001,2,2,465,"Restaurant, caf̩, or food outlet",Eat/drink,31802149004,Other place (please specify),Recreation/leisure activity,31802149015,Car passenger,Car passenger,,,,,,,,488,14,23,4.36,Recreation
993821001003,99382,99382/1001,3,3,502,Other place (please specify),Recreation/leisure activity,31802149015,My home,Go home,31802148403,Car passenger,Car passenger,,,,,,,,528,262,26,12.37,Recreation
993821001004,99382,99382/1001,4,4,790,My home,Go home,31802148403,Ferry terminal,Pick up or drop off a passenger,31802149009,Car passenger,Car passenger,,,,,,,,810,10,20,10.55,Pickup/Dropoff Someone
993821001005,99382,99382/1001,5,5,820,Ferry terminal,Pick up or drop off a passenger,31802149009,My home,Go home,31802148403,Car passenger,Car passenger,,,,,,,,840,,20,9.92,Pickup/Dropoff Someone
993841000001,99384,99384/1000,1,1,420,My home,At Home,31802148403,Someone else's home,Work (my workplace),31802146702,Car driver,Car driver,,,,,,,,430,440,10,4.61,Direct Work Commute
993841000002,99384,99384/1000,2,2,870,Someone else's home,Work (my workplace),31802146702,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,880,,10,4.62,Direct Work Commute
993841001001,99384,99384/1001,1,1,195,My home,At Home,31802148403,Primary or secondary school,Work (my workplace),31802148221,Car driver,Car driver,,,,,,,,215,625,20,7.64,Direct Work Commute
993841001002,99384,99384/1001,2,2,840,Primary or secondary school,Work (my workplace),31802148221,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,855,,15,7.63,Direct Work Commute
994061000001,99406,99406/1000,1,1,490,My home,At Home,31802148403,"Restaurant, caf̩, or food outlet",Eat/drink,31802147025,Car passenger,Car passenger,,,,,,,,500,110,10,5.15,Shopping
994061000002,99406,99406/1000,2,2,610,"Restaurant, caf̩, or food outlet",Eat/drink,31802147025,My home,Go home,31802148403,Car passenger,Car passenger,,,,,,,,620,,10,6.85,Shopping
994061001001,99406,99406/1001,1,1,490,My home,At Home,31802148403,"Restaurant, caf̩, or food outlet",Eat/drink,31802147025,Car passenger,Car passenger,,,,,,,,500,110,10,5.15,Shopping
994061001002,99406,99406/1001,2,2,610,"Restaurant, caf̩, or food outlet",Eat/drink,31802147025,My home,Go home,31802148403,Car passenger,Car passenger,,,,,,,,620,,10,6.85,Shopping
994071000001,99407,99407/1000,1,1,300,My home,At Home,31802148403,"Restaurant, caf̩, or food outlet",Eat/drink,31802147506,Car driver,Car driver,,,,,,,,310,35,10,6.46,Shopping
994071000002,99407,99407/1000,2,2,345,"Restaurant, caf̩, or food outlet",Eat/drink,31802147506,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,360,210,15,6.42,Shopping
994071000003,99407,99407/1000,3,3,570,My home,Go home,31802148403,Other place (please specify),Recreation/leisure activity,31802146908,Car driver,Car driver,,,,,,,,600,165,30,11.06,Recreation
994071000004,99407,99407/1000,4,4,765,Other place (please specify),Recreation/leisure activity,31802146908,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,780,,15,11.06,Recreation
994071001001,99407,99407/1001,1,1,240,My home,At Home,31802148403,My workplace,Work (my workplace),31802147510,Car driver,Car driver,,,,,,,,255,465,15,2.58,Direct Work Commute
994071001002,99407,99407/1001,2,2,720,My workplace,Work (my workplace),31802147510,Shop or supermarket,Shopping,31802147510,Car driver,Car driver,,,,,,,,721,59,1,0.37,Shopping
994071001003,99407,99407/1001,3,3,780,Shop or supermarket,Shopping,31802147510,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,800,,20,2.29,Shopping
994091000001,99409,99409/1000,1,1,255,My home,At Home,31802148403,Primary or secondary school,Pick up or drop off a passenger,31802148507,Car driver,Car driver,,,,,,,,270,0,15,6.88,Pickup/Dropoff Someone
994091000002,99409,99409/1000,2,2,270,Primary or secondary school,Pick up or drop off a passenger,31802148507,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,290,350,20,6.52,Pickup/Dropoff Someone
994091000003,99409,99409/1000,3,3,640,My home,Go home,31802148403,Primary or secondary school,Pick up or drop off a passenger,31802148507,Car driver,Car driver,,,,,,,,653,12,13,6.88,Pickup/Dropoff Someone
994091000004,99409,99409/1000,4,4,665,Primary or secondary school,Pick up or drop off a passenger,31802148507,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,690,,25,6.52,Pickup/Dropoff Someone
994091001001,99409,99409/1001,1,1,165,My home,At Home,31802148403,My workplace,Work (my workplace),31802148402,Car driver,Car driver,,,,,,,,170,550,5,1.3,Direct Work Commute
994091001002,99409,99409/1001,2,2,720,My workplace,Work (my workplace),31802148402,My home,Go home,31802148403,Car driver,Car driver,,,,,,,,730,,10,1.56,Direct Work Commute
994091002001,99409,99409/1002,1,1,255,My home,At Home,31802148403,Primary or secondary school,Education,31802148507,Car passenger,Car passenger,,,,,,,,270,395,15,6.88,Education
994091002002,99409,99409/1002,2,2,665,Primary or secondary school,Education,31802148507,My home,Go home,31802148403,Car passenger,Car passenger,,,,,,,,690,,25,6.52,Education
994101000001,99410,99410/1000,1,1,135,My home,At Home,31802149117,My home,Recreation/leisure activity,31802149117,Walking,Walking,,,,,,,,171,154,36,0,Recreation
994101000002,99410,99410/1000,2,2,325,My home,Recreation/leisure activity,31802149117,Someone else's home,Social Visit,31802149103,Car driver,Car driver,,,,,,,,327,28,2,0.98,Social
994101000003,99410,99410/1000,3,3,355,Someone else's home,Social Visit,31802149103,Shop or supermarket,Shopping,31802149109,Car driver,Car driver,,,,,,,,357,3,2,2,Shopping
994101000004,99410,99410/1000,4,4,360,Shop or supermarket,Shopping,31802149109,My home,Go home,31802149117,Car driver,Car driver,,,,,,,,370,15,10,1.53,Shopping
994101000005,99410,99410/1000,5,5,385,My home,Go home,31802149117,Other place (please specify),Recreation/leisure activity,31802147607,Car driver,Car driver,,,,,,,,395,125,10,9.15,Recreation
994101000006,99410,99410/1000,6,6,520,Other place (please specify),Recreation/leisure activity,31802147607,Shop or supermarket,Shopping,31802146704,Car driver,Car driver,,,,,,,,530,25,10,3.46,Shopping
994101000007,99410,99410/1000,7,7,555,Shop or supermarket,Shopping,31802146704,My home,Go home,31802149117,Car driver,Car driver,,,,,,,,570,,15,7.92,Shopping
994121000001,99412,99412/1000,1,1,210,My home,At Home,31802149117,My workplace,Work (my workplace),31802147413,Car driver,Car driver,,,,,,,,220,595,10,7.8,Direct Work Commute
994121000002,99412,99412/1000,2,2,815,My workplace,Work (my workplace),31802147413,My home,Go home,31802149117,Car driver,Car driver,,,,,,,,830,,15,8.02,Direct Work Commute
994121001001,99412,99412/1001,1,1,240,My home,At Home,31802149117,My workplace,Work (my workplace),31802149021,Car driver,Car driver,,,,,,,,260,465,20,10.12,Direct Work Commute
994121001002,99412,99412/1001,2,2,725,My workplace,Work (my workplace),31802149021,My home,Go home,31802149117,Car driver,Car driver,,,,,,,,745,,20,9.69,Direct Work Commute
994221000001,99422,99422/1000,1,1,420,My home,At Home,31802149117,"Restaurant, caf̩, or food outlet",Eat/drink,31802149004,Car driver,Car driver,,,,,,,,440,105,20,11.27,Shopping
994221000002,99422,99422/1000,2,2,545,"Restaurant, caf̩, or food outlet",Eat/drink,31802149004,My home,Go home,31802149117,Car driver,Car driver,,,,,,,,560,,15,11.12,Shopping
994221001001,99422,99422/1001,1,1,420,My home,At Home,31802149117,"Restaurant, caf̩, or food outlet",Eat/drink,31802149004,Car passenger,Car passenger,,,,,,,,440,105,20,11.27,Shopping
994221001002,99422,99422/1001,2,2,545,"Restaurant, caf̩, or food outlet",Eat/drink,31802149004,My home,Go home,31802149117,Car passenger,Car passenger,,,,,,,,560,,15,11.12,Shopping
994241000001,99424,99424/1000,1,1,240,My home,At Home,31802149117,Primary or secondary school,Pick up or drop off a passenger,31802147903,Car driver,Car driver,,,,,,,,260,5,20,6.76,Pickup/Dropoff Someone
994241000002,99424,99424/1000,2,2,265,Primary or secondary school,Pick up or drop off a passenger,31802147903,Primary or secondary school,Pick up or drop off a passenger,31802146711,Car driver,Car driver,,,,,,,,280,5,15,3.53,Pickup/Dropoff Someone
