HHID,PERSID,AGEGROUP,SEX,RELATIONSHIP,CARLICENCE,CARLICTYPE,MCLICENCE,MCLICTYPE,OTHERLICENCE,WORKSTATUS,ANZSCO_1-digit,ANZSCO_3-digit,INDUSTRY,STUDYING,ED_TYPE,MAINACT,STARTPLACE,ANYSTOPS,LASTLEFT,ASSISTAGE,ASSISTLTHC,ASSISTSTHC,ASSISTDISABILITY,ASSISTENGLISH,ASSISTOTHER,ASSISTANY,WFHDAY,WFHWEEK,WFHCORONA,NQSTADIUMATTEND,NQSTADIUMYEAR,NQSTADIUMEVENT,NQSTADIUMDRIVER,NQSTADIUMEVENTOTHER,NQSTADIUMPASSENGER,NQSTADIUMEVENTSHUTTLE,NQSTADIUMPUBLICBUS,NQSTADIUMUBERTAXI,NQSTADIUMBICYCLE,NQSTADIUMWALK,DEMOGWGT20,PERSWGT20
91604,91604/1001,11,male,spouse,TRUE,fullLicence,TRUE,fullLicence,FALSE,workFullTime,2,241,education,,,Full-time Work,home,FALSE,11/16/2020 0:00,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.209921598,36.83535767
91604,91604/1002,5,female,child,TRUE,p2Licence,FALSE,,FALSE,otherReason,3,300,construction,tertiaryFullTime,,Full-time TAFE/Uni,other,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.7357862,52.84500122
91609,91609/1000,7,female,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,2,254,health,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,0.939867496,21.78489685
91610,91610/1000,9,female,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,2,241,education,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.158914447,35.28247452
91610,91610/1001,10,male,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,3,312,mining,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.195128918,36.38500595
91610,91610/1002,4,female,child,TRUE,p2Licence,FALSE,,FALSE,otherReason,,,,tertiaryFullTime,,Full-time TAFE/Uni,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.067540169,32.50064087
91612,91612/1000,10,male,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,6,610,professional,,,Full-time Work,home,TRUE,,,,,,,,0,TRUE,2,2,0,,,,,,,,,,,1.195128918,36.38500595
91612,91612/1001,3,male,child,FALSE,,FALSE,,FALSE,,,,,primary,1,Primary School,home,TRUE,,1,,,,,,1,FALSE,,,0,,,,,,,,,,,0.927163005,28.22693825
91612,91612/1002,2,male,child,FALSE,,FALSE,,FALSE,,,,,primary,1,Primary School,home,TRUE,,1,,,,,,1,FALSE,,,0,,,,,,,,,,,0.900419712,27.41275406
91613,91613/1000,15,female,,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.974782407,24.66082573
91613,91613/1001,15,male,spouse,TRUE,fullLicence,FALSE,,FALSE,workPartTime,2,224,mining,,,Part-time Work,home,FALSE,11/6/2020 0:00,,,,,,,0,FALSE,0,,0,,,,,,,,,,,0.901973128,22.81883812
91614,91614/1000,16,male,,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,FALSE,11/16/2020 0:00,,,,,,,0,FALSE,,,1,2020,football,1,,,,,,,,1.156279922,29.25249481
91614,91614/1001,15,female,spouse,FALSE,,FALSE,,FALSE,retired,,,,,,Retired,home,FALSE,11/16/2020 0:00,,,,,,1,1,FALSE,,,1,2020,football,,,1,,,,,,0.974782407,24.66082573
91617,91617/1000,5,female,,TRUE,fullLicence,FALSE,,FALSE,otherReason,,,,tertiaryFullTime,,Full-time TAFE/Uni,home,FALSE,11/19/2020 0:00,,,,,,,0,FALSE,,,1,2021,football,,,,,,1,,,1.7357862,43.91330719
91617,91617/1001,5,male,spouse,TRUE,fullLicence,FALSE,,FALSE,otherReason,,,,tertiaryFullTime,,Full-time TAFE/Uni,home,FALSE,11/19/2020 0:00,,,,,,,0,FALSE,,,1,2021,football,,,,,,1,,,1.817915916,45.99109268
91618,91618/1000,7,female,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,4,441,publicAdmin,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,1,2020,concert,1,,1,,,,,,0.939867496,23.77751923
91618,91618/1001,7,male,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,3,331,construction,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,1,2020,concert,1,,1,,,,,,1.159203172,29.32644844
91619,91619/1000,17,female,,FALSE,,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,1,1,FALSE,,,0,,,,,,,,,,,1.508968353,34.97591019
91622,91622/1000,12,male,,TRUE,fullLicence,FALSE,,FALSE,longTermIllness,,,,,,Illness,home,FALSE,11/19/2020 0:00,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.380715489,32.00317764
91623,91623/1000,11,male,,TRUE,fullLicence,FALSE,,TRUE,workFullTime,2,251,construction,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.209921598,30.60956383
91623,91623/1001,10,female,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,1,100,publicAdmin,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.120332479,28.34306717
91624,91624/1000,14,female,,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.915881872,21.22894287
91625,91625/1000,15,female,,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.974782407,22.59417915
91628,91628/1000,11,male,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,3,321,utilities,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.209921598,36.83535767
91628,91628/1002,10,female,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,2,252,health,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.120332479,34.10787201
91628,91628/1003,4,female,child,FALSE,,FALSE,,FALSE,otherReason,,,,secondary,1,Secondary School,home,TRUE,,1,,,,,,1,FALSE,,,0,,,,,,,,,,,1.067540169,32.50064087
91632,91632/1000,10,female,,TRUE,fullLicence,FALSE,,FALSE,otherReason,,,,,,Other Activity,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.120332479,28.34306717
91632,91632/1001,10,male,spouse,TRUE,fullLicence,FALSE,,FALSE,otherReason,,,,,,Other Activity,home,TRUE,,,,,,,,0,FALSE,,,1,2021,concert,,,,1,,,,,1.195128918,30.23532677
91638,91638/1000,15,female,,FALSE,,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.974782407,29.67668343
91638,91638/1001,9,male,child,FALSE,,FALSE,,FALSE,otherReason,,,,,,Other Activity,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.22006011,37.14402008
91638,91638/1002,12,male,child,FALSE,,FALSE,,FALSE,otherReason,,,,,,Other Activity,home,FALSE,11/15/2020 0:00,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.380715489,42.03507996
91639,91639/1000,16,female,,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.178149343,29.80576515
91639,91639/1001,15,male,spouse,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,FALSE,11/15/2020 0:00,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.901973128,22.81883812
91640,91640/1000,13,female,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,5,552,financial,,,Full-time Work,home,TRUE,,,,,,,,,FALSE,0,,0,,,,,,,,,,,1.161857486,26.93033409
91641,91641/1000,5,male,,TRUE,fullLicence,TRUE,fullLicence,FALSE,otherReason,,,,,,Other Activity,home,TRUE,,,,,,,,0,FALSE,,,1,2021,football,,,,,1,,,,1.817915916,42.13690948
91644,91644/1000,15,female,,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.974782407,24.66082573
91644,91644/1001,16,male,spouse,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,,FALSE,,,0,,,,,,,,,,,1.156279922,29.25249481
91645,91645/1000,14,male,,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.185264945,27.47288895
91646,91646/1000,13,female,,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.161857486,26.93033409
91654,91654/1000,9,male,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,2,263,professional,,,Full-time Work,home,TRUE,,,,,,,,0,TRUE,6,6,0,,,,,,,,,,,1.22006011,28.27939415
91660,91660/1000,8,male,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,7,712,mining,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.012258768,51.73212433
91660,91660/1001,7,female,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,5,551,admin,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,0.939867496,48.03252029
91660,91660/1002,3,male,child,FALSE,,FALSE,,FALSE,,,,,primary,1,Primary School,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.927163005,47.38325119
91660,91660/1003,2,male,child,FALSE,,FALSE,,FALSE,,,,,primary,1,Primary School,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.900419712,46.01651764
91660,91660/1004,2,male,child,FALSE,,FALSE,,FALSE,,,,,primary,1,Primary School,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.900419712,46.01651764
91661,91661/1000,7,female,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,8,811,other,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,0.939867496,28.61371994
91661,91661/1001,8,male,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,5,512,manufacturing,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.012258768,30.81762886
91661,91661/1002,3,male,child,FALSE,,FALSE,,FALSE,,,,,primary,1,Primary School,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.927163005,28.22693825
91664,91664/1000,12,male,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,1,141,accom,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.380715489,32.00317764
91665,91665/1000,7,male,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,1,133,construction,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.159203172,44.18844986
91665,91665/1001,7,female,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,3,391,professional,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,0.939867496,35.82744598
91665,91665/1002,2,female,child,FALSE,,FALSE,,FALSE,,,,,primary,1,Primary School,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.847001851,32.28743744
91665,91665/1003,2,female,child,FALSE,,FALSE,,FALSE,,,,,primary,1,Primary School,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.847001851,32.28743744
91666,91666/1000,5,male,,TRUE,fullLicence,FALSE,,FALSE,workPartTime,8,851,accom,tertiaryPartTime,,Part-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.817915916,42.13690948
91667,91667/1000,9,female,,TRUE,fullLicence,FALSE,,FALSE,otherReason,,,,,,Other Activity,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.158914447,29.3191452
91667,91667/1001,8,male,spouse,FALSE,,FALSE,,FALSE,workFullTime,1,100,transport,,,Full-time Work,home,FALSE,11/19/2020 0:00,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.012258768,25.6089325
91668,91668/1000,8,female,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,2,222,financial,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.084623694,33.02073669
91668,91668/1002,4,female,child,FALSE,,FALSE,,FALSE,,,,,secondary,1,Secondary School,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.067540169,32.50064087
91668,91668/1003,1,female,child,FALSE,,FALSE,,FALSE,,,,,childcare,,Childcare/Kindergarten,,TRUE,,,,,,,,0,FALSE,,,,,,,,,,,,,,1.426358938,43.42466736
91669,91669/1000,8,female,,TRUE,fullLicence,TRUE,fullLicence,FALSE,workPartTime,2,261,health,,,Part-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.084623694,55.43037796
91669,91669/1001,8,male,spouse,TRUE,fullLicence,TRUE,fullLicence,FALSE,workFullTime,1,149,mining,,,Full-time Work,other,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.012258768,51.73212433
91669,91669/1002,3,female,child,FALSE,,FALSE,,FALSE,,,,,primary,2,Primary School,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.951780617,48.64134979
91669,91669/1003,2,male,child,FALSE,,FALSE,,FALSE,,,,,primary,2,Primary School,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.900419712,46.01651764
91669,91669/1004,2,female,child,FALSE,,FALSE,,FALSE,,,,,primary,2,Primary School,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.847001851,43.28656387
91670,91670/1000,6,female,,TRUE,fullLicence,FALSE,,FALSE,workPartTime,6,621,retail,,,Part-time Work,home,FALSE,11/13/2020 0:00,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.321639419,40.23654175
91670,91670/1001,1,male,child,FALSE,,FALSE,,FALSE,,,,,childcare,,Childcare/Kindergarten,,TRUE,,,,,,,,0,FALSE,,,,,,,,,,,,,,1.487790585,45.29491806
91670,91670/1002,1,female,child,FALSE,,FALSE,,FALSE,,,,,childcare,,Childcare/Kindergarten,,TRUE,,,,,,,,0,FALSE,,,,,,,,,,,,,,1.426358938,43.42466736
91671,91671/1000,11,female,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,3,322,manufacturing,,,Full-time Work,work,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.192860126,30.17792892
91671,91671/1001,4,male,child,FALSE,,FALSE,,FALSE,,,,,secondary,-1,Secondary School,home,FALSE,11/17/2020 0:00,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.366201878,34.56326675
91672,91672/1000,8,male,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,3,331,mining,,,Full-time Work,other,FALSE,11/16/2020 0:00,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.012258768,51.73212433
91672,91672/1001,7,female,spouse,TRUE,fullLicence,FALSE,,FALSE,workPartTime,2,254,health,,,Part-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,0.939867496,48.03252029
91672,91672/1002,2,male,child,FALSE,,FALSE,,FALSE,,,,,primary,1,Primary School,home,TRUE,,1,,,,,,1,FALSE,,,0,,,,,,,,,,,0.900419712,46.01651764
91672,91672/1003,1,male,child,FALSE,,FALSE,,FALSE,,,,,childcare,,Childcare/Kindergarten,,TRUE,,1,,,,,,1,FALSE,,,,,,,,,,,,,,1.487790585,76.03447723
91672,91672/1004,1,female,child,FALSE,,FALSE,,FALSE,,,,,childcare,,Childcare/Kindergarten,,TRUE,,1,,,,,,1,FALSE,,,,,,,,,,,,,,1.426358938,72.89497375
91673,91673/1000,7,male,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,3,331,construction,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.159203172,35.2912674
91673,91673/1001,7,female,spouse,TRUE,fullLicence,FALSE,,FALSE,otherReason,,,,,,Other Activity,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.939867496,28.61371994
91673,91673/1002,3,female,child,FALSE,,FALSE,,FALSE,,,,,primary,2,Primary School,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.951780617,28.976408
91674,91674/1000,7,male,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,3,322,construction,,,Full-time Work,home,TRUE,,,,,,,,0,TRUE,3,3,0,,,,,,,,,,,1.159203172,26.86881065
91680,91680/1000,6,female,,TRUE,fullLicence,FALSE,,FALSE,carer,,,,,,Volunteer/Carer,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.321639419,50.38046646
91680,91680/1001,6,male,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,3,342,other,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.402965784,53.48060226
91680,91680/1002,1,female,child,FALSE,,FALSE,,FALSE,,,,,,,,,TRUE,,1,,,,,,1,FALSE,,,,,,,,,,,,,,1.426358938,54.37234116
91680,91680/1003,1,male,child,FALSE,,FALSE,,FALSE,,,,,,,,,TRUE,,1,,,,,,1,FALSE,,,,,,,,,,,,,,1.487790585,56.71409607
91681,91681/1000,6,female,,TRUE,fullLicence,FALSE,,FALSE,workPartTime,6,621,realEstate,,,Part-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.321639419,40.23654175
91681,91681/1002,7,male,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,6,621,realEstate,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.159203172,35.2912674
91681,91681/1003,2,male,child,FALSE,,FALSE,,FALSE,,,,,primary,2,Primary School,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.900419712,27.41275406
91682,91682/1000,6,male,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,2,241,education,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.402965784,42.71247864
91682,91682/1001,7,female,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,5,500,admin,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,0.939867496,28.61371994
91682,91682/1002,1,female,child,FALSE,,FALSE,,FALSE,,,,,,,,,TRUE,,,,,,,,0,FALSE,,,,,,,,,,,,,,1.426358938,43.42466736
91683,91683/1000,7,female,,TRUE,fullLicence,FALSE,,FALSE,carer,,,,,,Volunteer/Carer,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.939867496,35.82744598
91683,91683/1001,8,male,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,3,323,manufacturing,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.012258768,38.58697891
91683,91683/1004,1,female,child,FALSE,,FALSE,,FALSE,,,,,,,,,TRUE,,1,,,,,,1,FALSE,,,,,,,,,,,,,,1.426358938,54.37234116
91683,91683/1005,1,male,child,FALSE,,FALSE,,FALSE,,,,,,,,,TRUE,,1,,,,,,1,FALSE,,,,,,,,,,,,,,1.487790585,56.71409607
91684,91684/1000,13,female,,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.161857486,35.37207413
91684,91684/1001,7,female,child,TRUE,fullLicence,FALSE,,FALSE,workFullTime,5,552,financial,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,0.939867496,28.61371994
91684,91684/1002,3,female,relative,FALSE,,FALSE,,FALSE,,,,,primary,2,Primary School,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.951780617,28.976408
91685,91685/1000,6,female,,TRUE,fullLicence,FALSE,,FALSE,workPartTime,3,311,health,,,Part-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.321639419,30.63387108
91686,91686/1000,8,female,,TRUE,fullLicence,TRUE,fullLicence,TRUE,workFullTime,2,241,education,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.084623694,55.43037796
91686,91686/1001,8,male,spouse,TRUE,fullLicence,FALSE,,TRUE,workFullTime,3,321,manufacturing,,,Full-time Work,home,TRUE,,,,,,,,0,TRUE,7,3,0,,,,,,,,,,,1.012258768,51.73212433
91686,91686/1002,3,male,child,FALSE,,FALSE,,FALSE,,,,,primary,1,Primary School,home,TRUE,,1,,,,,,1,FALSE,,,0,,,,,,,,,,,0.927163005,47.38325119
91686,91686/1003,2,male,child,FALSE,,FALSE,,FALSE,,,,,primary,1,Primary School,home,TRUE,,1,,,,,,1,FALSE,,,0,,,,,,,,,,,0.900419712,46.01651764
91686,91686/1004,2,male,child,FALSE,,FALSE,,FALSE,,,,,primary,1,Primary School,home,TRUE,,1,,,,,,1,FALSE,,,0,,,,,,,,,,,0.900419712,46.01651764
91687,91687/1000,17,male,,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,FALSE,11/17/2020 0:00,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.956150413,24.18945885
91687,91687/1001,16,female,spouse,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.178149343,29.80576515
91689,91689/1000,10,female,,TRUE,fullLicence,FALSE,,TRUE,workFullTime,2,224,utilities,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,1,0,1,2020,football,,,1,,,,,,1.120332479,28.34306717
91689,91689/1001,10,male,spouse,TRUE,fullLicence,TRUE,fullLicence,TRUE,workFullTime,1,100,publicAdmin,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,1,2020,football,1,,,,,,,,1.195128918,30.23532677
91692,91692/1000,7,male,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,6,621,retail,tertiaryPartTime,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.159203172,59.24180984
91692,91692/1001,6,male,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,6,621,retail,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.402965784,71.69945526
91692,91692/1003,2,male,child,FALSE,,FALSE,,FALSE,,,,,childcare,,Childcare/Kindergarten,,TRUE,,,,,,,,1,FALSE,,,,,,,,,,,,,,0.900419712,46.01651764
91692,91692/1004,2,female,child,FALSE,,FALSE,,FALSE,,,,,primary,1,Primary School,home,TRUE,,1,,,,,,1,FALSE,,,0,,,,,,,,,,,0.847001851,43.28656387
91692,91692/1005,1,female,child,FALSE,,FALSE,,FALSE,,,,,childcare,,Childcare/Kindergarten,,TRUE,,1,,,,,,1,FALSE,,,,,,,,,,,,,,1.426358938,72.89497375
91692,91692/1006,1,female,child,FALSE,,FALSE,,FALSE,,,,,childcare,,Childcare/Kindergarten,,TRUE,,1,,,,,,1,FALSE,,,,,,,,,,,,,,1.426358938,72.89497375
91693,91693/1000,13,male,,TRUE,fullLicence,FALSE,,TRUE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,1,2020,concert,1,,1,,,,,1,0.914224029,23.12877083
91693,91693/1001,12,female,spouse,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,1,2020,football,,,1,,,,,1,1.232581019,31.18282127
91694,91694/1000,15,male,,TRUE,fullLicence,TRUE,fullLicence,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.901973128,22.81883812
91694,91694/1001,15,female,spouse,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.974782407,24.66082573
91696,91696/1000,4,male,,TRUE,learnersPermit,FALSE,,FALSE,otherReason,,,,,,Other Activity,home,TRUE,,1,,,,,,1,FALSE,,,0,,,,,,,,,,,1.366201878,41.59322357
91696,91696/1001,8,female,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,1,100,other,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.084623694,33.02073669
91696,91696/1002,10,male,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,1,100,retail,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,2,2,0,,,,,,,,,,,1.195128918,36.38500595
91697,91697/1000,10,female,,TRUE,fullLicence,FALSE,,FALSE,workPartTime,4,411,health,,,Part-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.120332479,42.70671082
91697,91697/1001,12,male,spouse,TRUE,fullLicence,FALSE,,FALSE,workFullTime,2,241,education,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.380715489,52.63242722
91697,91697/1002,5,male,child,TRUE,fullLicence,FALSE,,FALSE,workPartTime,2,261,it,tertiaryPartTime,,Part-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.817915916,69.29837036
91697,91697/1003,5,female,child,TRUE,fullLicence,FALSE,,FALSE,workPartTime,5,500,retail,tertiaryFullTime,,Full-time TAFE/Uni,home,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.7357862,66.16761017
91700,91700/1000,15,male,,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.901973128,22.81883812
91700,91700/1001,14,female,spouse,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,0.915881872,23.17071152
91701,91701/1000,12,female,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,5,510,publicAdmin,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,1,2020,concert,,,1,,,,,,1.232581019,31.18282127
91701,91701/1001,12,male,spouse,TRUE,fullLicence,TRUE,fullLicence,TRUE,workPartTime,4,441,publicAdmin,,,Part-time Work,other,TRUE,,,,,,,,0,FALSE,0,0,0,,,,,,,,,,,1.380715489,34.93044662
91702,91702/1000,10,female,,TRUE,fullLicence,FALSE,,FALSE,workFullTime,1,100,publicAdmin,,,Full-time Work,home,TRUE,,,,,,,,0,TRUE,2,2,0,,,,,,,,,,,1.120332479,28.34306717
91702,91702/1001,10,male,spouse,TRUE,fullLicence,FALSE,,TRUE,workFullTime,4,451,other,,,Full-time Work,home,TRUE,,,,,,,,0,FALSE,0,0,1,2020,football,,,1,,,,,1,1.195128918,30.23532677
91704,91704/1000,14,male,,TRUE,fullLicence,TRUE,fullLicence,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.185264945,29.98578072
91704,91704/1001,13,female,spouse,TRUE,fullLicence,FALSE,,FALSE,retired,,,,,,Retired,home,TRUE,,,,,,,,0,FALSE,,,0,,,,,,,,,,,1.161857486,29.39360046
