HHID,HHSIZE,BIKES,HHVEH,EBIKES,ESCOOTER,DWELLTYPE,SURVEYWEEK,STRATA_LGA,TRAVDATE,TRAVMONTH,TRAVYEAR,TRAVDOW,HOME_SA1_2021,HHWGT_20
92011,4,0,2,0,0,Separate house,8,11,30,11,2020,1,31802148106,38.1196772
92019,1,0,1,0,0,Separate house,8,11,3,12,2020,4,31802148106,23.17869001
92022,5,2,2,0,0,Separate house,8,11,1,12,2020,2,31802148238,51.10563103
92023,2,0,2,0,0,Separate house,8,11,2,12,2020,3,31802148238,25.29879984
92026,2,0,2,0,0,Separate house,8,11,30,11,2020,1,31802148238,25.29879984
92027,5,5,2,0,0,Separate house,8,11,1,12,2020,2,31802148238,51.10563103
92028,4,3,2,0,0,Separate house,8,11,2,12,2020,3,31802148238,38.1196772
92031,2,0,1,0,0,Separate house,8,11,30,11,2020,1,31802148238,25.29879984
92034,2,0,1,0,0,Separate house,8,11,3,12,2020,4,31802148238,25.29879984
92035,2,0,3,0,0,Separate house,8,11,4,12,2020,5,31802148238,25.29879984
92037,1,0,1,0,0,Separate house,8,11,1,12,2020,2,31802148238,23.17869001
92038,1,0,1,0,0,Separate house,8,11,2,12,2020,3,31802148238,23.17869001
92039,2,2,2,0,0,Separate house,8,11,3,12,2020,4,31802148238,25.29879984
92042,1,0,1,0,0,Separate house,8,11,1,12,2020,2,31802148238,23.17869001
92043,2,1,2,0,0,Separate house,8,11,2,12,2020,3,31802148238,25.29879984
92044,2,0,2,0,0,Separate house,8,11,3,12,2020,4,31802148238,25.29879984
92045,4,4,2,0,0,Separate house,8,11,4,12,2020,5,31802148238,38.1196772
92046,3,0,2,0,0,Separate house,8,11,30,11,2020,1,31802148238,30.44441848
92048,5,2,2,0,0,Separate house,8,11,2,12,2020,3,31802148238,51.10563103
92049,4,1,2,0,0,Separate house,8,11,3,12,2020,4,31802148238,38.1196772
92051,2,1,0,0,0,Separate house,8,11,30,11,2020,1,31802148811,25.29879984
92052,2,0,1,0,0,Separate house,8,11,1,12,2020,2,31802148811,25.29879984
92053,5,0,2,0,0,Separate house,8,11,2,12,2020,3,31802148811,51.10563103
92054,1,0,1,0,0,Separate house,8,11,3,12,2020,4,31802148811,23.17869001
92055,2,0,2,0,0,Separate house,8,11,4,12,2020,5,31802148811,25.29879984
92059,2,0,2,0,0,Separate house,8,11,3,12,2020,4,31802148811,25.29879984
92060,2,0,2,0,0,Separate house,8,11,4,12,2020,5,31802148811,25.29879984
92061,1,0,1,0,0,Separate house,8,11,30,11,2020,1,31802148811,23.17869001
92064,5,0,1,0,0,Separate house,8,11,3,12,2020,4,31802148811,51.10563103
92065,2,1,1,0,0,Separate house,8,11,4,12,2020,5,31802148811,25.29879984
92066,1,0,0,0,0,Separate house,8,11,30,11,2020,1,31802148811,23.17869001
92071,1,0,0,0,0,Separate house,8,11,30,11,2020,1,31802148811,23.17869001
92073,1,0,0,0,0,Separate house,8,11,2,12,2020,3,31802148811,23.17869001
92074,1,0,1,0,0,Separate house,8,11,3,12,2020,4,31802148811,23.17869001
92075,1,0,1,0,0,Separate house,8,11,4,12,2020,5,31802148811,23.17869001
92076,1,0,1,0,0,Separate house,8,11,30,11,2020,1,31802148811,23.17869001
92079,4,2,1,0,0,,8,11,3,12,2020,4,31802148811,38.1196772
92080,2,1,2,0,0,Separate house,8,11,4,12,2020,5,31802149105,25.29879984
92081,2,2,2,0,0,Separate house,8,11,30,11,2020,1,31802149105,25.29879984
92086,3,3,1,0,0,Separate house,8,11,30,11,2020,1,31802149105,30.44441848
92089,3,1,2,0,0,Separate house,8,11,3,12,2020,4,31802149105,30.44441848
92090,1,0,1,0,0,Separate house,8,11,4,12,2020,5,31802149105,23.17869001
92095,2,0,2,0,1,Separate house,8,11,4,12,2020,5,31802149105,25.29879984
92099,2,0,2,0,0,Separate house,8,11,3,12,2020,4,31802149105,25.29879984
92101,1,0,1,0,0,Separate house,8,11,30,11,2020,1,31802149105,23.17869001
92102,1,0,1,0,0,Separate house,8,11,1,12,2020,2,31802149105,23.17869001
92107,1,0,1,0,0,Separate house,8,11,1,12,2020,2,31802149105,23.17869001
92108,2,0,1,0,0,Separate house,8,11,2,12,2020,3,31802149105,25.29879984
92110,2,0,1,0,0,Separate house,9,11,2,2,2021,2,31802158228,25.29879984
92111,3,4,1,0,0,Separate house,9,11,3,2,2021,3,31802158228,30.44441848
92112,2,0,1,0,0,Separate house,9,11,4,2,2021,4,31802158228,25.29879984
92114,3,0,2,0,0,Separate house,9,11,1,2,2021,1,31802158228,30.44441848
92115,3,0,2,0,0,Separate house,9,11,2,2,2021,2,31802158228,30.44441848
92116,3,2,1,0,0,Separate house,9,11,3,2,2021,3,31802158228,30.44441848
92119,1,0,1,0,0,Separate house,9,11,1,2,2021,1,31802158228,23.17869001
92120,4,0,1,0,0,Separate house,9,11,2,2,2021,2,31802158228,38.1196772
92121,4,0,4,0,0,Separate house,9,11,3,2,2021,3,31802158228,38.1196772
92123,5,2,2,0,0,Separate house,9,11,5,2,2021,5,31802158228,51.10563103
92128,3,0,2,0,0,Separate house,9,11,5,2,2021,5,31802158228,30.44441848
92129,2,0,2,0,0,Separate house,9,11,1,2,2021,1,31802158228,25.29879984
92130,1,0,0,0,0,Separate house,9,11,2,2,2021,2,31802158228,23.17869001
92132,2,0,2,0,0,Separate house,9,11,4,2,2021,4,31802158228,25.29879984
92133,2,0,3,0,0,Separate house,9,11,5,2,2021,5,31802158228,25.29879984
92134,2,0,2,0,0,Separate house,9,11,1,2,2021,1,31802158228,25.29879984
92135,3,2,2,0,0,Separate house,9,11,2,2,2021,2,31802158228,30.44441848
92136,5,2,2,0,0,Separate house,9,11,3,2,2021,3,31802158228,51.10563103
92138,2,0,2,0,0,Separate house,9,11,5,2,2021,5,31802158228,25.29879984
92140,4,0,4,0,0,,9,11,2,2,2021,2,31802147404,38.1196772
92144,3,3,1,0,0,,9,11,1,2,2021,1,31802147404,30.44441848
92145,3,0,2,0,0,,9,11,2,2,2021,2,31802147404,30.44441848
92147,3,2,2,0,0,,9,11,4,2,2021,4,31802147404,30.44441848
92148,3,2,2,0,0,,9,11,5,2,2021,5,31802147404,30.44441848
92149,4,1,2,0,0,,9,11,1,2,2021,1,31802147404,38.1196772
92150,1,1,1,0,0,,9,11,2,2,2021,2,31802147404,23.17869001
92151,2,0,2,0,0,,9,11,3,2,2021,3,31802147404,25.29879984
92156,3,1,2,0,1,,9,11,3,2,2021,3,31802147404,30.44441848
92158,4,4,2,0,0,,9,11,5,2,2021,5,31802147404,38.1196772
92160,2,2,2,2,0,,9,11,2,2,2021,2,31802147404,25.29879984
92161,2,0,3,0,0,,9,11,3,2,2021,3,31802147404,25.29879984
92162,1,5,1,0,0,,9,11,4,2,2021,4,31802147404,23.17869001
92163,2,1,2,0,0,,9,11,5,2,2021,5,31802147404,25.29879984
92167,3,3,1,0,0,,9,11,4,2,2021,4,31802147404,30.44441848
92170,1,0,1,0,1,,9,11,2,2,2021,2,31802147901,23.17869001
92174,3,0,0,0,0,,9,11,1,2,2021,1,31802147901,30.44441848
92175,2,0,1,0,0,,9,11,2,2,2021,2,31802147901,25.29879984
92176,5,2,2,0,0,,9,11,3,2,2021,3,31802147901,51.10563103
92178,2,2,3,0,0,,9,11,5,2,2021,5,31802147901,25.29879984
92181,2,0,2,0,0,,9,11,3,2,2021,3,31802147901,25.29879984
92186,4,0,1,0,0,,9,11,3,2,2021,3,31802147901,38.1196772
92191,1,0,1,0,0,,9,11,3,2,2021,3,31802147901,23.17869001
92194,3,1,2,0,0,,9,11,1,2,2021,1,31802147901,30.44441848
92197,3,0,2,0,0,,9,11,4,2,2021,4,31802147901,30.44441848
92200,2,0,1,0,2,Separate house,9,11,2,2,2021,2,31802148226,25.29879984
92203,2,3,2,0,0,Separate house,9,11,5,2,2021,5,31802148226,25.29879984
92204,2,0,3,0,0,Separate house,9,11,1,2,2021,1,31802148226,25.29879984
92209,2,0,1,0,0,Separate house,9,11,1,2,2021,1,31802148226,25.29879984
92210,3,0,2,0,0,Separate house,9,11,2,2,2021,2,31802148226,30.44441848
92211,3,2,2,0,0,Separate house,9,11,3,2,2021,3,31802148226,30.44441848
92213,3,0,3,0,0,Separate house,9,11,5,2,2021,5,31802148226,30.44441848
92214,1,0,0,0,0,Separate house,9,11,1,2,2021,1,31802148226,23.17869001
92215,4,4,1,0,0,Separate house,9,11,2,2,2021,2,31802148226,38.1196772
92216,5,3,2,0,1,Separate house,9,11,3,2,2021,3,31802148226,51.10563103
92217,2,0,3,0,0,Separate house,9,11,4,2,2021,4,31802148226,25.29879984
92218,3,0,3,0,0,Separate house,9,11,5,2,2021,5,31802148226,30.44441848
92224,1,0,1,0,0,Separate house,9,11,1,2,2021,1,31802148226,23.17869001
92228,3,3,1,0,0,Separate house,9,11,5,2,2021,5,31802148226,30.44441848
92230,2,0,1,0,0,Separate house,9,11,2,2,2021,2,31802148405,25.29879984
92231,1,0,1,0,0,Separate house,9,11,3,2,2021,3,31802148405,23.17869001
92232,2,0,1,0,0,Separate house,9,11,4,2,2021,4,31802148405,25.29879984
92233,1,0,1,0,0,Separate house,9,11,5,2,2021,5,31802148405,23.17869001
92234,1,0,1,0,0,Separate house,9,11,1,2,2021,1,31802148405,23.17869001
92235,8,0,1,0,0,Separate house,9,11,2,2,2021,2,31802148405,51.10563103
92236,2,0,3,0,0,Separate house,9,11,3,2,2021,3,31802148405,25.29879984
92237,5,0,2,0,0,Separate house,9,11,4,2,2021,4,31802148405,51.10563103
92238,3,0,1,0,0,Separate house,9,11,5,2,2021,5,31802148405,30.44441848
92239,2,0,2,0,0,Separate house,9,11,1,2,2021,1,31802148405,25.29879984
92241,2,0,2,0,0,Separate house,9,11,3,2,2021,3,31802148405,25.29879984
92242,4,6,2,0,2,Separate house,9,11,4,2,2021,4,31802148405,38.1196772
92243,2,0,2,0,0,Separate house,9,11,5,2,2021,5,31802148405,25.29879984
92244,2,0,2,0,0,Separate house,9,11,1,2,2021,1,31802148405,25.29879984
92246,1,0,0,0,0,Separate house,9,11,3,2,2021,3,31802148405,23.17869001
92249,2,0,3,0,0,Separate house,9,11,1,2,2021,1,31802148405,25.29879984
92250,1,0,0,0,0,Separate house,9,11,2,2,2021,2,31802148405,23.17869001
92251,2,0,3,0,0,Separate house,9,11,3,2,2021,3,31802148405,25.29879984
92253,3,2,3,0,0,Separate house,9,11,5,2,2021,5,31802148405,30.44441848
92254,1,0,1,0,0,Separate house,9,11,1,2,2021,1,31802148405,23.17869001
92258,2,0,2,0,0,Separate house,9,11,5,2,2021,5,31802148405,25.29879984
92259,2,0,1,0,0,Separate house,9,11,1,2,2021,1,31802148405,25.29879984
92281,1,0,1,0,0,Separate house,9,11,3,2,2021,3,31802149003,23.17869001
92291,2,0,2,0,0,Separate house,10,11,11,2,2021,4,31802147214,25.29879984
92293,2,0,1,0,0,Separate house,10,11,8,2,2021,1,31802147214,25.29879984
92297,1,0,0,0,0,Separate house,10,11,12,2,2021,5,31802147214,23.17869001
92298,2,0,3,0,0,Separate house,10,11,8,2,2021,1,31802147214,25.29879984
92299,4,0,3,0,0,Separate house,10,11,9,2,2021,2,31802147214,38.1196772
92301,2,2,2,0,0,Separate house,10,11,11,2,2021,4,31802147214,25.29879984
92302,3,0,1,0,0,Separate house,10,11,12,2,2021,5,31802147214,30.44441848
92304,2,0,1,0,0,Separate house,10,11,9,2,2021,2,31802147214,25.29879984
92305,2,0,2,0,0,Separate house,10,11,10,2,2021,3,31802147214,25.29879984
92307,1,0,1,0,0,Separate house,10,11,12,2,2021,5,31802147214,23.17869001
92314,4,1,2,0,0,Separate house,10,11,9,2,2021,2,31802147214,38.1196772
92315,1,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",10,11,10,2,2021,3,31802147214,23.17869001
92317,3,1,2,0,0,Separate house,10,11,12,2,2021,5,31802147214,30.44441848
92318,1,0,0,0,0,Separate house,10,11,8,2,2021,1,31802147214,23.17869001
92320,2,0,2,0,0,Separate house,10,11,10,2,2021,3,31802158230,25.29879984
92321,2,0,2,0,0,Separate house,10,11,11,2,2021,4,31802158230,25.29879984
92322,2,0,3,0,0,Separate house,10,11,12,2,2021,5,31802158230,25.29879984
92323,2,0,2,0,0,Separate house,10,11,8,2,2021,1,31802158230,25.29879984
92324,1,0,0,0,0,Separate house,10,11,9,2,2021,2,31802158230,23.17869001
92326,4,0,3,0,0,Separate house,10,11,11,2,2021,4,31802158230,38.1196772
92327,2,0,2,0,0,Separate house,10,11,12,2,2021,5,31802158230,25.29879984
92329,2,0,2,0,0,Separate house,10,11,9,2,2021,2,31802158230,25.29879984
92330,1,0,1,0,0,Separate house,10,11,10,2,2021,3,31802158230,23.17869001
92332,2,0,1,0,0,Separate house,10,11,12,2,2021,5,31802158230,25.29879984
92334,2,0,1,0,0,Separate house,10,11,9,2,2021,2,31802158230,25.29879984
92336,5,0,2,0,0,Separate house,10,11,11,2,2021,4,31802158230,51.10563103
92338,5,0,2,0,0,Separate house,10,11,8,2,2021,1,31802158230,51.10563103
92339,4,0,1,0,0,Separate house,10,11,9,2,2021,2,31802158230,38.1196772
92341,4,0,1,0,0,Separate house,10,11,11,2,2021,4,31802158230,38.1196772
92342,4,0,2,0,0,Separate house,10,11,12,2,2021,5,31802158230,38.1196772
92345,3,0,1,0,0,Separate house,10,11,10,2,2021,3,31802158230,30.44441848
92347,5,0,2,0,0,Separate house,10,11,12,2,2021,5,31802158230,51.10563103
92348,1,0,1,0,0,"Semi-detached house, terrace house, townhouse, etc.",10,11,8,2,2021,1,31802158230,23.17869001
92349,3,0,1,0,0,Separate house,10,11,9,2,2021,2,31802158230,30.44441848
92350,2,0,1,0,0,Separate house,10,11,10,2,2021,3,31802148011,25.29879984
92352,4,4,2,0,0,Separate house,10,11,12,2,2021,5,31802148011,38.1196772
92354,1,0,1,0,0,Separate house,10,11,9,2,2021,2,31802148011,23.17869001
92357,3,0,3,0,0,Separate house,10,11,12,2,2021,5,31802148011,30.44441848
92364,1,0,2,0,0,Separate house,10,11,9,2,2021,2,31802148011,23.17869001
92367,2,3,2,0,9,Separate house,10,11,12,2,2021,5,31802148011,25.29879984
92368,3,2,7,0,0,Separate house,10,11,8,2,2021,1,31802148011,30.44441848
92371,2,0,2,0,0,Separate house,10,11,11,2,2021,4,31802148011,25.29879984
92374,3,4,0,0,0,Separate house,10,11,9,2,2021,2,31802148011,30.44441848
92375,2,0,1,0,0,Separate house,10,11,10,2,2021,3,31802148011,25.29879984
92377,2,0,1,0,0,Separate house,10,11,12,2,2021,5,31802148011,25.29879984
92379,2,0,1,0,0,Separate house,10,11,9,2,2021,2,31802148011,25.29879984
92380,2,0,2,0,0,Separate house,10,11,10,2,2021,3,31802148111,25.29879984
92381,3,2,3,0,0,Separate house,10,11,11,2,2021,4,31802148111,30.44441848
92385,1,0,1,0,0,Separate house,10,11,10,2,2021,3,31802148111,23.17869001
92386,1,0,1,0,0,Separate house,10,11,11,2,2021,4,31802148111,23.17869001
92388,2,1,2,0,0,Separate house,10,11,8,2,2021,1,31802148111,25.29879984
92389,1,1,1,0,0,Separate house,10,11,9,2,2021,2,31802148111,23.17869001
92390,4,4,2,0,0,Separate house,10,11,10,2,2021,3,31802148111,38.1196772
92391,2,1,2,1,0,Separate house,10,11,11,2,2021,4,31802148111,25.29879984
92393,2,3,2,0,0,Separate house,10,11,8,2,2021,1,31802148111,25.29879984
92395,1,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",10,11,10,2,2021,3,31802148111,23.17869001
92397,4,0,2,0,0,Separate house,10,11,12,2,2021,5,31802148111,38.1196772
92402,2,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",10,11,12,2,2021,5,31802148111,25.29879984
92403,2,0,2,0,0,Separate house,10,11,8,2,2021,1,31802148111,25.29879984
92406,2,0,2,0,0,Separate house,10,11,11,2,2021,4,31802148111,25.29879984
92414,2,0,1,0,0,,10,11,9,2,2021,2,31802148119,25.29879984
92421,4,2,2,0,0,,10,11,11,2,2021,4,31802148119,38.1196772
92423,1,1,2,0,0,,10,11,8,2,2021,1,31802148119,23.17869001
92424,2,0,1,0,1,,10,11,9,2,2021,2,31802148119,25.29879984
92431,3,4,3,0,0,,10,11,11,2,2021,4,31802148119,30.44441848
92434,2,2,2,0,0,,10,11,9,2,2021,2,31802148119,25.29879984
92443,4,2,2,0,0,,10,11,8,2,2021,1,31802148203,38.1196772
92444,1,0,0,0,2,,10,11,9,2,2021,2,31802148203,23.17869001
92445,2,0,2,0,0,,10,11,10,2,2021,3,31802148203,25.29879984
92448,2,0,2,1,0,,10,11,8,2,2021,1,31802148203,25.29879984
92449,2,2,2,0,0,,10,11,9,2,2021,2,31802148203,25.29879984
92452,2,0,1,0,0,,10,11,12,2,2021,5,31802148203,25.29879984
92456,2,2,2,0,0,,10,11,11,2,2021,4,31802148203,25.29879984
92460,2,0,2,0,0,,10,11,10,2,2021,3,31802148203,25.29879984
92461,1,0,1,0,0,,10,11,11,2,2021,4,31802148203,23.17869001
92463,2,0,2,1,0,,10,11,8,2,2021,1,31802148203,25.29879984
92465,3,0,2,0,0,,10,11,10,2,2021,3,31802148203,30.44441848
92467,2,0,2,0,0,,10,11,12,2,2021,5,31802148203,25.29879984
92469,3,0,3,0,0,,10,11,9,2,2021,2,31802148203,30.44441848
92471,3,2,3,0,0,Separate house,11,11,17,2,2021,3,31802147127,30.44441848
92473,2,2,3,0,0,Separate house,11,11,19,2,2021,5,31802147127,25.29879984
92474,2,0,2,0,0,Separate house,11,11,15,2,2021,1,31802147127,25.29879984
92475,1,0,1,0,0,Separate house,11,11,16,2,2021,2,31802147127,23.17869001
92476,1,0,1,0,0,Separate house,11,11,17,2,2021,3,31802147127,23.17869001
92477,3,2,1,0,0,Separate house,11,11,18,2,2021,4,31802147127,30.44441848
92478,4,2,3,0,0,Separate house,11,11,19,2,2021,5,31802147127,38.1196772
92480,2,0,2,0,0,Separate house,11,11,16,2,2021,2,31802147127,25.29879984
92485,3,0,3,0,0,Separate house,11,11,16,2,2021,2,31802147127,30.44441848
92488,3,0,0,0,0,Separate house,11,11,19,2,2021,5,31802147127,30.44441848
92489,1,0,1,0,0,Separate house,11,11,15,2,2021,1,31802147127,23.17869001
92493,3,3,2,0,0,Separate house,11,11,19,2,2021,5,31802147127,30.44441848
92497,2,0,2,0,0,Separate house,11,11,18,2,2021,4,31802147127,25.29879984
92501,5,4,2,0,0,,11,11,17,2,2021,3,31802147406,51.10563103
92504,1,0,3,0,0,,11,11,15,2,2021,1,31802147406,23.17869001
92509,2,1,2,0,0,,11,11,15,2,2021,1,31802147406,25.29879984
92518,2,3,2,0,0,,11,11,19,2,2021,5,31802147406,25.29879984
92519,3,0,2,6,0,,11,11,15,2,2021,1,31802147406,30.44441848
92520,5,3,2,0,0,,11,11,16,2,2021,2,31802147406,51.10563103
92522,4,3,2,0,0,Separate house,11,11,18,2,2021,4,31802147406,38.1196772
92523,3,2,3,0,0,,11,11,19,2,2021,5,31802147406,30.44441848
92524,3,0,3,0,0,,11,11,15,2,2021,1,31802147406,30.44441848
92525,3,0,3,0,0,,11,11,16,2,2021,2,31802147406,30.44441848
92527,1,0,1,0,0,,11,11,18,2,2021,4,31802147406,23.17869001
92528,3,0,3,0,0,,11,11,19,2,2021,5,31802147406,30.44441848
92534,1,0,0,0,0,Separate house,11,11,15,2,2021,1,31802147602,23.17869001
92537,1,0,0,0,0,Separate house,11,11,18,2,2021,4,31802147602,23.17869001
92538,1,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",11,11,19,2,2021,5,31802147602,23.17869001
92540,3,0,1,0,0,"Unit, flat, or apartment (less than 4 storeys)",11,11,16,2,2021,2,31802147602,30.44441848
92541,2,0,1,0,0,Separate house,11,11,17,2,2021,3,31802147602,25.29879984
92543,1,0,1,0,0,Separate house,11,11,19,2,2021,5,31802147602,23.17869001
92544,1,0,0,0,0,Separate house,11,11,15,2,2021,1,31802147602,23.17869001
92545,1,0,1,0,0,Separate house,11,11,16,2,2021,2,31802147602,23.17869001
92546,6,0,2,0,0,Separate house,11,11,17,2,2021,3,31802147602,51.10563103
92547,2,0,1,0,0,Separate house,11,11,18,2,2021,4,31802147602,25.29879984
92548,2,0,1,0,0,Separate house,11,11,19,2,2021,5,31802147602,25.29879984
92550,3,1,2,0,0,Separate house,11,11,16,2,2021,2,31802147602,30.44441848
92551,1,0,1,0,10,Separate house,11,11,17,2,2021,3,31802147602,23.17869001
92553,1,0,0,0,0,Separate house,11,11,19,2,2021,5,31802147602,23.17869001
92556,4,3,2,0,0,Separate house,11,11,17,2,2021,3,31802147602,38.1196772
92557,1,0,0,0,0,Separate house,11,11,18,2,2021,4,31802147602,23.17869001
92559,2,0,1,0,0,Separate house,11,11,15,2,2021,1,31802147602,25.29879984
92560,3,0,1,0,0,,11,11,16,2,2021,2,31802148236,30.44441848
92561,4,3,1,0,0,,11,11,17,2,2021,3,31802148236,38.1196772
92563,2,0,2,0,0,,11,11,19,2,2021,5,31802148236,25.29879984
92565,1,0,1,0,0,,11,11,16,2,2021,2,31802148236,23.17869001
92566,5,6,2,0,0,,11,11,17,2,2021,3,31802148236,51.10563103
92568,5,3,2,0,0,,11,11,19,2,2021,5,31802148236,51.10563103
92569,2,0,1,0,0,Separate house,11,11,15,2,2021,1,31802148236,25.29879984
92570,4,4,1,0,0,,11,11,16,2,2021,2,31802148236,38.1196772
92573,2,1,2,0,0,,11,11,19,2,2021,5,31802148236,25.29879984
92574,2,0,3,0,0,,11,11,15,2,2021,1,31802148236,25.29879984
92575,7,2,3,0,0,,11,11,16,2,2021,2,31802148236,51.10563103
92577,5,3,2,0,0,,11,11,18,2,2021,4,31802148236,51.10563103
92578,2,1,1,0,0,,11,11,19,2,2021,5,31802148236,25.29879984
